Date,City,AQI,AQI_Category,Traffic_Congestion_Pct,Traffic_Category,Energy_Consumption_MWh,Waste_Recycled_Pct,Waste_Landfill_Pct,Waste_Composted_Pct,Sustainability_Score
2023-04-29,Bangalore,115,Moderate,75.0,High,633.4,61.9,26.2,11.9,45.9
2023-04-29,Chennai,157,Moderate,59.4,Moderate,567.9,63.1,19.7,17.2,51.6
2023-04-29,Hyderabad,132,Moderate,64.1,High,523.4,56.2,34.4,9.4,53.3
2023-04-30,Mumbai,145,Moderate,67.6,High,642.1,57.7,25.4,16.9,44.6
2023-04-30,Delhi,234,Poor,90.0,Severe,691.8,35.6,51.9,12.5,26.1
2023-04-30,Bangalore,94,Satisfactory,72.5,High,585.0,66.3,24.6,9.1,51.7
2023-04-30,Chennai,128,Moderate,60.0,High,519.4,51.5,31.7,16.8,53.9
2023-04-30,Hyderabad,102,Moderate,65.3,High,574.7,59.5,27.7,12.8,52.3
2023-05-01,Mumbai,162,Moderate,58.2,Moderate,617.1,55.8,35.5,8.7,47.1
2023-05-01,Delhi,219,Poor,72.4,High,701.1,50.9,40.4,8.7,33.9
2023-05-01,Bangalore,103,Moderate,66.3,High,559.7,60.0,23.0,17.0,53.0
2023-05-01,Chennai,130,Moderate,58.4,Moderate,502.0,59.0,32.7,8.3,56.8
2023-05-01,Hyderabad,130,Moderate,57.2,Moderate,601.5,58.5,32.5,9.0,50.8
2023-05-02,Mumbai,148,Moderate,68.5,High,608.4,51.9,32.8,15.3,45.1
2023-05-02,Delhi,209,Poor,81.4,Severe,732.7,43.3,43.0,13.7,30.8
2023-05-02,Bangalore,101,Moderate,58.3,Moderate,543.7,68.2,20.9,10.9,57.8
2023-05-02,Chennai,97,Satisfactory,47.1,Moderate,530.1,62.9,27.4,9.7,60.6
2023-05-02,Hyderabad,118,Moderate,60.9,High,602.3,57.1,30.9,12.0,50.2
2023-05-03,Mumbai,119,Moderate,65.4,High,655.6,60.7,29.5,9.8,46.4
2023-05-03,Delhi,223,Poor,72.7,High,709.9,43.0,44.3,12.7,32.0
2023-05-03,Bangalore,97,Satisfactory,65.9,High,610.4,67.5,17.8,14.7,51.8
2023-05-03,Chennai,124,Moderate,56.8,Moderate,451.0,59.3,26.8,13.9,60.8
2023-05-03,Hyderabad,87,Satisfactory,54.7,Moderate,601.0,56.2,30.4,13.4,53.5
2023-05-04,Mumbai,159,Moderate,59.7,Moderate,649.1,54.9,36.3,8.8,44.7
2023-05-04,Delhi,233,Poor,71.1,High,667.6,41.9,42.1,16.0,33.6
2023-05-04,Bangalore,84,Satisfactory,53.7,Moderate,600.7,69.6,20.7,9.7,56.7
2023-05-04,Chennai,158,Moderate,52.4,Moderate,533.6,60.1,27.7,12.2,54.8
2023-05-04,Hyderabad,139,Moderate,58.0,Moderate,630.1,59.9,23.8,16.3,48.5
2023-05-05,Mumbai,143,Moderate,78.0,High,633.6,57.2,30.9,11.9,42.5
2023-05-05,Delhi,197,Moderate,79.7,High,726.6,46.4,36.9,16.7,32.5
2023-05-05,Bangalore,101,Moderate,53.0,Moderate,533.0,64.4,23.5,12.1,59.0
2023-05-05,Chennai,124,Moderate,60.4,High,531.7,52.5,30.3,17.2,53.5
2023-05-05,Hyderabad,112,Moderate,57.4,Moderate,579.6,64.8,23.8,11.4,54.4
2023-05-06,Mumbai,130,Moderate,67.9,High,583.1,58.5,33.1,8.4,49.2
2023-05-06,Delhi,208,Poor,79.8,High,696.2,38.1,53.5,8.4,30.4
2023-05-06,Bangalore,107,Moderate,57.8,Moderate,567.9,71.6,11.2,17.2,56.7
2023-05-06,Chennai,113,Moderate,53.3,Moderate,538.5,58.9,30.3,10.8,56.8
2023-05-06,Hyderabad,92,Satisfactory,59.0,Moderate,637.3,64.7,26.0,9.3,51.6
2023-05-07,Mumbai,164,Moderate,63.8,High,634.9,55.2,32.6,12.2,44.3
2023-05-07,Delhi,203,Poor,73.4,High,745.4,49.2,35.4,15.4,34.3
2023-05-07,Bangalore,97,Satisfactory,49.2,Moderate,579.6,60.7,29.7,9.6,56.5
2023-05-07,Chennai,102,Moderate,60.6,High,566.6,67.9,15.3,16.8,55.6
2023-05-07,Hyderabad,132,Moderate,59.2,Moderate,616.4,53.4,36.1,10.5,48.2
2023-05-08,Mumbai,106,Moderate,68.4,High,617.2,54.9,28.9,16.2,47.7
2023-05-08,Delhi,184,Moderate,76.2,High,737.3,42.7,45.6,11.7,33.5
2023-05-08,Bangalore,86,Satisfactory,59.1,Moderate,591.4,61.1,27.4,11.5,54.1
2023-05-08,Chennai,130,Moderate,64.9,High,527.7,55.9,33.2,10.9,52.9
2023-05-08,Hyderabad,112,Moderate,60.8,High,518.2,55.5,27.9,16.6,55.5
2023-05-09,Mumbai,129,Moderate,57.6,Moderate,620.3,62.1,29.7,8.2,50.3
2023-05-09,Delhi,216,Poor,66.4,High,798.0,42.5,43.0,14.5,33.9
2023-05-09,Bangalore,93,Satisfactory,60.7,High,563.2,72.2,16.7,11.1,57.2
2023-05-09,Chennai,135,Moderate,52.2,Moderate,502.1,63.8,24.7,11.5,59.0
2023-05-09,Hyderabad,120,Moderate,65.2,High,563.3,53.3,34.7,12.0,50.7
2023-05-10,Mumbai,162,Moderate,69.1,High,593.8,51.4,36.9,11.7,44.9
2023-05-10,Delhi,195,Moderate,69.9,High,727.7,43.8,47.6,8.6,34.6
2023-05-10,Bangalore,121,Moderate,60.6,High,579.0,62.6,22.3,15.1,52.7
2023-05-10,Chennai,122,Moderate,50.8,Moderate,558.0,67.5,15.5,17.0,57.4
2023-05-10,Hyderabad,131,Moderate,48.3,Moderate,552.3,56.5,28.7,14.8,55.6
2023-05-11,Mumbai,140,Moderate,56.2,Moderate,647.2,58.0,29.8,12.2,47.4
2023-05-11,Delhi,206,Poor,77.5,High,721.8,37.0,53.1,9.9,30.7
2023-05-11,Bangalore,93,Satisfactory,57.0,Moderate,512.6,63.5,19.4,17.1,59.6
2023-05-11,Chennai,100,Satisfactory,47.7,Moderate,560.4,55.7,27.5,16.8,56.9
2023-05-11,Hyderabad,123,Moderate,61.0,High,604.1,62.2,21.7,16.1,50.8
2023-05-12,Mumbai,146,Moderate,61.0,High,612.4,54.7,36.4,8.9,47.4
2023-05-12,Delhi,192,Moderate,84.3,Severe,713.4,48.6,40.1,11.3,32.1
2023-05-12,Bangalore,94,Satisfactory,66.2,High,584.1,61.4,21.9,16.7,52.3
2023-05-12,Chennai,73,Satisfactory,46.8,Moderate,584.8,65.6,21.4,13.0,59.2
2023-05-12,Hyderabad,132,Moderate,54.1,Moderate,585.0,61.3,22.2,16.5,53.0
2023-05-13,Mumbai,153,Moderate,67.8,High,591.2,60.8,22.1,17.1,47.8
2023-05-13,Delhi,195,Moderate,77.9,High,720.8,35.2,51.9,12.9,30.9
2023-05-13,Bangalore,87,Satisfactory,58.5,Moderate,562.1,64.7,24.6,10.7,56.7
2023-05-13,Chennai,111,Moderate,50.4,Moderate,531.2,57.4,27.0,15.6,57.8
2023-05-13,Hyderabad,141,Moderate,62.9,High,567.6,57.0,25.3,17.7,50.5
2023-05-14,Mumbai,141,Moderate,65.9,High,633.1,61.7,30.2,8.1,46.6
2023-05-14,Delhi,195,Moderate,86.7,Severe,748.4,47.6,38.1,14.3,31.1
2023-05-14,Bangalore,95,Satisfactory,70.4,High,555.2,66.7,21.5,11.8,54.1
2023-05-14,Chennai,101,Moderate,52.1,Moderate,539.3,59.0,30.1,10.9,57.8
2023-05-14,Hyderabad,117,Moderate,50.5,Moderate,555.1,67.1,14.9,18.0,57.8
2023-05-15,Mumbai,124,Moderate,75.6,High,611.7,60.0,22.5,17.5,46.2
2023-05-15,Delhi,226,Poor,73.5,High,738.5,48.4,42.3,9.3,32.7
2023-05-15,Bangalore,93,Satisfactory,53.2,Moderate,578.0,68.3,17.2,14.5,57.4
2023-05-15,Chennai,146,Moderate,56.9,Moderate,526.7,66.9,24.6,8.5,56.2
2023-05-15,Hyderabad,146,Moderate,58.2,Moderate,584.6,59.3,25.8,14.9,50.8
2023-05-16,Mumbai,130,Moderate,67.7,High,591.5,56.7,33.8,9.5,48.4
2023-05-16,Delhi,201,Poor,68.5,High,718.1,47.6,37.8,14.6,35.3
2023-05-16,Bangalore,92,Satisfactory,69.3,High,600.8,70.7,20.3,9.0,52.5
2023-05-16,Chennai,108,Moderate,51.1,Moderate,538.7,63.2,26.8,10.0,58.5
2023-05-16,Hyderabad,124,Moderate,63.0,High,568.1,59.6,25.4,15.0,52.0
2023-05-17,Mumbai,144,Moderate,66.4,High,603.5,58.1,24.6,17.3,47.4
2023-05-17,Delhi,209,Poor,76.9,High,701.1,34.3,49.3,16.4,30.1
2023-05-17,Bangalore,90,Satisfactory,58.2,Moderate,594.3,67.6,17.2,15.2,55.2
2023-05-17,Chennai,121,Moderate,56.7,Moderate,538.6,73.9,15.1,11.0,58.4
2023-05-17,Hyderabad,112,Moderate,59.1,Moderate,591.9,61.0,28.1,10.9,52.5
2023-05-18,Mumbai,150,Moderate,59.9,Moderate,623.0,56.2,28.2,15.6,47.1
2023-05-18,Delhi,244,Poor,79.8,High,722.5,39.9,48.5,11.6,28.4
2023-05-18,Bangalore,72,Satisfactory,64.4,High,573.6,63.8,20.1,16.1,55.2
2023-05-18,Chennai,117,Moderate,59.5,Moderate,551.2,61.3,26.8,11.9,54.7
2023-05-18,Hyderabad,139,Moderate,49.8,Moderate,556.2,54.3,36.6,9.1,54.1
2023-05-19,Mumbai,143,Moderate,62.8,High,640.5,57.2,30.6,12.2,45.9
2023-05-19,Delhi,183,Moderate,70.7,High,723.7,39.7,48.5,11.8,34.3
2023-05-19,Bangalore,92,Satisfactory,62.3,High,541.1,58.0,24.3,17.7,55.4
2023-05-19,Chennai,138,Moderate,63.9,High,551.4,64.7,26.8,8.5,53.0
2023-05-19,Hyderabad,119,Moderate,63.7,High,575.3,54.2,30.1,15.7,50.6
2023-05-20,Mumbai,124,Moderate,61.2,High,668.2,57.2,31.4,11.4,45.7
2023-05-20,Delhi,182,Moderate,75.2,High,768.5,45.3,44.2,10.5,34.3
2023-05-20,Bangalore,80,Satisfactory,68.6,High,521.0,70.1,16.3,13.6,58.3
2023-05-20,Chennai,116,Moderate,53.8,Moderate,517.1,60.2,23.3,16.5,58.1
2023-05-20,Hyderabad,142,Moderate,48.8,Moderate,619.1,62.1,27.5,10.4,51.8
2023-05-21,Mumbai,151,Moderate,64.4,High,631.4,63.7,24.3,12.0,46.9
2023-05-21,Delhi,212,Poor,83.1,Severe,742.4,37.9,45.5,16.6,29.1
2023-05-21,Bangalore,86,Satisfactory,62.2,High,520.3,65.1,25.9,9.0,58.5
2023-05-21,Chennai,90,Satisfactory,58.0,Moderate,541.1,62.0,24.0,14.0,57.4
2023-05-21,Hyderabad,109,Moderate,55.0,Moderate,567.6,59.9,25.4,14.7,55.0
2023-05-22,Mumbai,161,Moderate,63.1,High,644.1,59.0,28.5,12.5,44.9
2023-05-22,Delhi,187,Moderate,73.4,High,688.7,43.0,41.8,15.2,34.7
2023-05-22,Bangalore,118,Moderate,67.9,High,568.8,68.6,15.1,16.3,52.9
2023-05-22,Chennai,125,Moderate,52.9,Moderate,481.8,61.1,30.4,8.5,60.1
2023-05-22,Hyderabad,125,Moderate,61.3,High,578.1,53.7,37.2,9.1,50.5
2023-05-23,Mumbai,136,Moderate,62.3,High,651.1,56.3,31.1,12.6,45.6
2023-05-23,Delhi,216,Poor,67.2,High,756.2,44.6,38.1,17.3,34.2
2023-05-23,Bangalore,108,Moderate,54.4,Moderate,568.6,60.7,24.7,14.6,55.3
2023-05-23,Chennai,119,Moderate,53.1,Moderate,491.1,62.0,29.5,8.5,60.0
2023-05-23,Hyderabad,152,Moderate,54.0,Moderate,552.5,60.5,22.3,17.2,53.7
2023-05-24,Mumbai,155,Moderate,71.9,High,622.1,55.9,32.2,11.9,43.8
2023-05-24,Delhi,180,Moderate,69.2,High,702.4,41.9,40.3,17.8,35.3
2023-05-24,Bangalore,121,Moderate,56.1,Moderate,552.6,75.2,7.1,17.7,58.0
2023-05-24,Chennai,101,Moderate,54.9,Moderate,488.3,65.2,19.3,15.5,61.5
2023-05-24,Hyderabad,112,Moderate,67.4,High,618.3,55.2,27.4,17.4,47.6
2023-05-25,Mumbai,137,Moderate,61.8,High,606.3,55.7,32.8,11.5,48.3
2023-05-25,Delhi,186,Moderate,61.5,High,687.6,33.8,53.2,13.0,36.0
2023-05-25,Bangalore,90,Satisfactory,56.2,Moderate,584.9,67.5,19.7,12.8,56.2
2023-05-25,Chennai,86,Satisfactory,50.2,Moderate,484.7,65.3,18.3,16.4,63.8
2023-05-25,Hyderabad,112,Moderate,69.8,High,601.1,55.5,36.2,8.3,48.1
2023-05-26,Mumbai,161,Moderate,71.9,High,639.5,64.3,26.1,9.6,44.0
2023-05-26,Delhi,207,Poor,80.9,Severe,756.5,36.8,52.2,11.0,29.7
2023-05-26,Bangalore,95,Satisfactory,59.7,Moderate,569.5,63.3,20.0,16.7,55.2
2023-05-26,Chennai,108,Moderate,42.0,Moderate,526.2,56.9,32.7,10.4,60.3
2023-05-26,Hyderabad,127,Moderate,48.0,Moderate,577.6,65.7,17.0,17.3,56.2
2023-05-27,Mumbai,111,Moderate,74.6,High,649.7,57.5,29.0,13.5,44.3
2023-05-27,Delhi,224,Poor,76.9,High,694.0,37.2,46.1,16.7,30.1
2023-05-27,Bangalore,114,Moderate,49.6,Moderate,551.8,59.5,24.9,15.6,56.9
2023-05-27,Chennai,87,Satisfactory,51.6,Moderate,540.7,51.8,37.3,10.9,57.2
2023-05-27,Hyderabad,132,Moderate,66.7,High,595.2,62.3,24.6,13.1,49.4
2023-05-28,Mumbai,131,Moderate,69.2,High,609.2,57.3,28.9,13.8,47.0
2023-05-28,Delhi,209,Poor,81.9,Severe,727.6,39.8,50.7,9.5,29.9
2023-05-28,Bangalore,92,Satisfactory,62.9,High,601.8,62.7,22.7,14.6,52.4
2023-05-28,Chennai,87,Satisfactory,54.5,Moderate,495.0,67.4,21.4,11.2,62.4
2023-05-28,Hyderabad,122,Moderate,62.3,High,620.4,62.0,25.8,12.2,49.5
2023-05-29,Mumbai,137,Moderate,64.2,High,627.7,60.7,28.0,11.3,47.4
2023-05-29,Delhi,202,Poor,79.7,High,732.6,37.1,44.9,18.0,30.4
2023-05-29,Bangalore,118,Moderate,46.1,Moderate,608.5,65.3,22.2,12.5,55.2
2023-05-29,Chennai,130,Moderate,49.3,Moderate,473.1,55.0,30.2,14.8,60.1
2023-05-29,Hyderabad,103,Moderate,70.5,High,615.9,58.7,27.9,13.4,48.2
2023-05-30,Mumbai,137,Moderate,77.7,High,636.7,54.5,29.5,16.0,42.2
2023-05-30,Delhi,205,Poor,77.1,High,747.7,40.4,46.5,13.1,31.5
2023-05-30,Bangalore,105,Moderate,60.0,High,599.9,63.7,28.2,8.1,52.7
2023-05-30,Chennai,135,Moderate,57.6,Moderate,536.9,54.1,33.7,12.2,53.5
2023-05-30,Hyderabad,138,Moderate,63.0,High,564.0,49.5,34.7,15.8,49.4
2023-05-31,Mumbai,119,Moderate,53.5,Moderate,623.7,55.7,31.7,12.6,50.4
2023-05-31,Delhi,206,Poor,78.7,High,782.3,44.4,42.0,13.6,31.8
2023-05-31,Bangalore,83,Satisfactory,59.2,Moderate,562.4,69.0,16.7,14.3,57.6
2023-05-31,Chennai,107,Moderate,54.5,Moderate,510.8,57.6,28.0,14.4,58.3
2023-05-31,Hyderabad,98,Satisfactory,51.7,Moderate,548.0,56.8,34.5,8.7,57.1
2023-06-01,Mumbai,131,Moderate,63.6,High,629.8,54.7,36.4,8.9,46.6
2023-06-01,Delhi,180,Moderate,70.1,High,697.1,45.6,41.7,12.7,36.0
2023-06-01,Bangalore,71,Satisfactory,60.5,High,522.5,69.5,17.0,13.5,60.6
2023-06-01,Chennai,103,Moderate,53.2,Moderate,498.7,54.0,30.0,16.0,58.9
2023-06-01,Hyderabad,100,Satisfactory,52.8,Moderate,624.2,58.4,28.0,13.6,52.2
2023-06-02,Mumbai,125,Moderate,65.2,High,593.4,55.2,27.3,17.5,48.9
2023-06-02,Delhi,168,Moderate,85.9,Severe,754.6,39.9,48.0,12.1,31.4
2023-06-02,Bangalore,68,Satisfactory,55.5,Moderate,575.2,67.4,16.3,16.3,58.3
2023-06-02,Chennai,97,Satisfactory,57.6,Moderate,546.0,54.6,28.9,16.5,55.3
2023-06-02,Hyderabad,155,Moderate,50.5,Moderate,551.2,61.2,27.9,10.9,54.6
2023-06-03,Mumbai,131,Moderate,65.9,High,618.7,53.4,35.3,11.3,46.4
2023-06-03,Delhi,197,Moderate,82.8,Severe,765.7,45.3,37.7,17.0,31.5
2023-06-03,Bangalore,73,Satisfactory,67.2,High,544.9,62.7,23.5,13.8,56.1
2023-06-03,Chennai,78,Satisfactory,51.7,Moderate,515.2,65.9,26.1,8.0,62.1
2023-06-03,Hyderabad,102,Moderate,62.7,High,585.9,55.7,27.9,16.4,51.5
2023-06-04,Mumbai,143,Moderate,72.1,High,648.1,54.9,33.5,11.6,42.6
2023-06-04,Delhi,171,Moderate,83.6,Severe,750.4,46.9,36.7,16.4,33.2
2023-06-04,Bangalore,87,Satisfactory,58.6,Moderate,541.2,64.2,18.9,16.9,57.9
2023-06-04,Chennai,100,Satisfactory,55.1,Moderate,563.4,62.6,29.1,8.3,56.3
2023-06-04,Hyderabad,86,Satisfactory,55.5,Moderate,532.9,55.3,31.2,13.5,57.5
2023-06-05,Mumbai,60,Satisfactory,58.9,Moderate,573.0,59.2,29.1,11.7,56.5
2023-06-05,Delhi,184,Moderate,86.7,Severe,729.4,38.7,48.7,12.6,30.0
2023-06-05,Bangalore,63,Satisfactory,60.8,High,519.8,64.9,18.6,16.5,60.3
2023-06-05,Chennai,102,Moderate,46.2,Moderate,546.2,66.1,21.4,12.5,60.2
2023-06-05,Hyderabad,121,Moderate,71.7,High,545.6,51.2,33.4,15.4,49.7
2023-06-06,Mumbai,106,Moderate,65.4,High,630.8,62.5,28.9,8.6,49.1
2023-06-06,Delhi,175,Moderate,77.8,High,749.6,50.4,38.0,11.6,35.1
2023-06-06,Bangalore,61,Satisfactory,62.5,High,644.7,68.2,20.6,11.2,52.8
2023-06-06,Chennai,87,Satisfactory,47.0,Moderate,555.3,55.3,34.1,10.6,58.1
2023-06-06,Hyderabad,91,Satisfactory,57.5,Moderate,571.7,56.9,28.6,14.5,54.6
2023-06-07,Mumbai,134,Moderate,58.6,Moderate,577.4,64.1,22.7,13.2,52.8
2023-06-07,Delhi,157,Moderate,86.1,Severe,697.7,42.4,43.6,14.0,32.7
2023-06-07,Bangalore,71,Satisfactory,61.2,High,570.1,66.4,19.2,14.4,56.8
2023-06-07,Chennai,96,Satisfactory,57.7,Moderate,497.1,66.8,24.0,9.2,60.9
2023-06-07,Hyderabad,106,Moderate,69.4,High,581.6,55.5,31.7,12.8,49.8
2023-06-08,Mumbai,126,Moderate,68.3,High,627.2,57.3,34.3,8.4,46.4
2023-06-08,Delhi,169,Moderate,74.9,High,726.2,41.2,45.1,13.7,34.4
2023-06-08,Bangalore,94,Satisfactory,62.8,High,596.2,74.1,11.9,14.0,55.0
2023-06-08,Chennai,90,Satisfactory,53.5,Moderate,519.6,56.2,33.0,10.8,58.7
2023-06-08,Hyderabad,119,Moderate,61.9,High,648.2,59.6,30.7,9.7,47.5
2023-06-09,Mumbai,135,Moderate,57.7,Moderate,639.4,50.9,39.3,9.8,46.4
2023-06-09,Delhi,171,Moderate,72.5,High,727.6,38.4,49.1,12.5,34.3
2023-06-09,Bangalore,70,Satisfactory,58.9,Moderate,553.2,66.3,23.7,10.0,58.5
2023-06-09,Chennai,107,Moderate,48.5,Moderate,513.0,63.1,27.9,9.0,60.8
2023-06-09,Hyderabad,77,Satisfactory,59.8,Moderate,638.9,61.7,25.3,13.0,51.6
2023-06-10,Mumbai,139,Moderate,69.4,High,651.9,62.0,21.7,16.3,44.7
2023-06-10,Delhi,203,Poor,70.3,High,710.4,38.1,50.2,11.7,32.9
2023-06-10,Bangalore,102,Moderate,63.2,High,570.9,72.1,12.0,15.9,55.6
2023-06-10,Chennai,76,Satisfactory,59.4,Moderate,525.3,55.2,29.8,15.0,57.5
2023-06-10,Hyderabad,110,Moderate,60.4,High,566.4,60.4,23.0,16.6,53.7
2023-06-11,Mumbai,116,Moderate,76.8,High,607.7,59.4,25.5,15.1,46.5
2023-06-11,Delhi,184,Moderate,68.9,High,734.7,42.3,43.2,14.5,35.2
2023-06-11,Bangalore,75,Satisfactory,56.4,Moderate,552.7,66.8,18.7,14.5,59.0
2023-06-11,Chennai,93,Satisfactory,65.8,High,502.6,63.8,25.4,10.8,58.1
2023-06-11,Hyderabad,89,Satisfactory,49.4,Moderate,543.1,63.6,23.6,12.8,59.8
2023-06-12,Mumbai,108,Moderate,70.4,High,623.4,61.4,27.2,11.4,48.0
2023-06-12,Delhi,170,Moderate,67.1,High,759.0,37.4,47.1,15.5,35.5
2023-06-12,Bangalore,54,Satisfactory,64.3,High,575.0,67.4,20.6,12.0,57.0
2023-06-12,Chennai,81,Satisfactory,60.4,High,512.7,56.1,34.3,9.6,58.0
2023-06-12,Hyderabad,104,Moderate,58.4,Moderate,602.1,61.2,21.5,17.3,52.5
2023-06-13,Mumbai,117,Moderate,65.7,High,626.2,59.6,32.0,8.4,48.1
2023-06-13,Delhi,140,Moderate,88.0,Severe,704.5,38.8,46.1,15.1,32.4
2023-06-13,Bangalore,45,Good,52.9,Moderate,582.3,59.8,27.8,12.4,58.4
2023-06-13,Chennai,101,Moderate,62.4,High,536.2,58.9,32.8,8.3,55.4
2023-06-13,Hyderabad,84,Satisfactory,54.3,Moderate,590.1,62.4,29.2,8.4,55.7
2023-06-14,Mumbai,123,Moderate,64.9,High,679.9,69.3,14.9,15.8,46.5
2023-06-14,Delhi,168,Moderate,81.3,Severe,700.9,39.5,45.1,15.4,32.5
2023-06-14,Bangalore,88,Satisfactory,62.3,High,551.9,72.4,10.4,17.2,57.9
2023-06-14,Chennai,67,Satisfactory,66.6,High,521.2,67.4,22.7,9.9,59.0
2023-06-14,Hyderabad,123,Moderate,55.1,Moderate,585.9,64.1,26.8,9.1,53.8
2023-06-15,Mumbai,137,Moderate,67.0,High,675.1,55.6,26.8,17.6,42.7
2023-06-15,Delhi,202,Poor,68.8,High,690.8,39.2,43.1,17.7,34.1
2023-06-15,Bangalore,52,Satisfactory,57.2,Moderate,567.6,54.8,32.6,12.6,56.8
2023-06-15,Chennai,70,Satisfactory,55.9,Moderate,542.7,62.3,29.0,8.7,59.1
2023-06-15,Hyderabad,63,Satisfactory,44.2,Moderate,578.4,57.4,31.4,11.2,59.2
2023-06-16,Mumbai,144,Moderate,62.8,High,680.6,58.5,31.0,10.5,43.6
2023-06-16,Delhi,201,Poor,81.5,Severe,737.2,40.6,42.1,17.3,30.7
2023-06-16,Bangalore,64,Satisfactory,62.0,High,582.7,63.0,19.5,17.5,55.6
2023-06-16,Chennai,77,Satisfactory,42.0,Moderate,508.0,62.0,22.6,15.4,64.3
2023-06-16,Hyderabad,111,Moderate,55.6,Moderate,594.6,62.9,22.9,14.2,53.6
2023-06-17,Mumbai,128,Moderate,67.2,High,663.5,55.1,30.3,14.6,43.8
2023-06-17,Delhi,155,Moderate,69.8,High,723.5,41.7,45.5,12.8,36.6
2023-06-17,Bangalore,66,Satisfactory,56.4,Moderate,627.7,64.2,19.1,16.7,54.3
2023-06-17,Chennai,42,Good,55.0,Moderate,549.0,60.4,29.4,10.2,60.2
2023-06-17,Hyderabad,97,Satisfactory,57.6,Moderate,598.4,55.7,30.9,13.4,52.3
2023-06-18,Mumbai,105,Moderate,64.7,High,616.8,55.7,26.5,17.8,48.9
2023-06-18,Delhi,172,Moderate,70.2,High,730.3,41.4,48.5,10.1,35.4
2023-06-18,Bangalore,67,Satisfactory,58.6,Moderate,546.3,63.0,23.5,13.5,58.5
2023-06-18,Chennai,95,Satisfactory,60.8,High,506.3,59.5,27.5,13.0,58.1
2023-06-18,Hyderabad,109,Moderate,67.5,High,547.1,65.6,23.6,10.8,54.3
2023-06-19,Mumbai,127,Moderate,67.7,High,604.8,56.7,34.3,9.0,47.7
2023-06-19,Delhi,177,Moderate,80.9,Severe,705.2,43.6,46.9,9.5,32.9
2023-06-19,Bangalore,91,Satisfactory,60.3,High,570.4,62.7,24.3,13.0,55.1
2023-06-19,Chennai,129,Moderate,53.7,Moderate,480.4,61.3,22.8,15.9,59.8
2023-06-19,Hyderabad,95,Satisfactory,65.8,High,560.5,58.3,26.8,14.9,53.2
2023-06-20,Mumbai,154,Moderate,68.9,High,582.2,58.8,28.7,12.5,47.7
2023-06-20,Delhi,170,Moderate,81.4,Severe,667.4,38.6,50.8,10.6,34.2
2023-06-20,Bangalore,90,Satisfactory,61.6,High,615.8,57.4,32.6,10.0,50.9
2023-06-20,Chennai,70,Satisfactory,50.0,Moderate,551.8,68.2,20.2,11.6,61.2
2023-06-20,Hyderabad,92,Satisfactory,52.4,Moderate,582.7,51.6,36.6,11.8,54.0
2023-06-21,Mumbai,117,Moderate,73.1,High,635.2,59.9,24.0,16.1,45.7
2023-06-21,Delhi,165,Moderate,83.7,Severe,679.5,38.6,52.7,8.7,33.2
2023-06-21,Bangalore,88,Satisfactory,64.9,High,553.8,68.0,21.3,10.7,56.2
2023-06-21,Chennai,85,Satisfactory,50.2,Moderate,471.8,64.7,23.7,11.6,64.6
2023-06-21,Hyderabad,62,Satisfactory,50.4,Moderate,571.6,61.3,30.5,8.2,59.0
2023-06-22,Mumbai,120,Moderate,56.0,Moderate,667.4,55.7,35.5,8.8,47.0
2023-06-22,Delhi,183,Moderate,78.9,High,788.7,45.2,41.3,13.5,33.3
2023-06-22,Bangalore,99,Satisfactory,62.2,High,565.2,63.3,26.1,10.6,54.6
2023-06-22,Chennai,108,Moderate,61.2,High,547.4,59.7,29.8,10.5,54.7
2023-06-22,Hyderabad,97,Satisfactory,66.7,High,626.9,65.6,26.1,8.3,50.2
2023-06-23,Mumbai,105,Moderate,54.6,Moderate,608.5,62.1,20.2,17.7,53.2
2023-06-23,Delhi,165,Moderate,75.3,High,657.4,45.6,39.4,15.0,38.1
2023-06-23,Bangalore,91,Satisfactory,68.5,High,535.0,60.8,25.6,13.6,54.9
2023-06-23,Chennai,68,Satisfactory,52.7,Moderate,517.9,65.4,21.2,13.4,62.2
2023-06-23,Hyderabad,109,Moderate,52.4,Moderate,572.5,62.3,26.7,11.0,55.8
2023-06-24,Mumbai,156,Moderate,64.8,High,639.9,55.0,32.3,12.7,44.2
2023-06-24,Delhi,219,Poor,77.2,High,764.3,40.5,51.4,8.1,30.7
2023-06-24,Bangalore,67,Satisfactory,63.3,High,564.4,65.5,22.8,11.7,56.7
2023-06-24,Chennai,74,Satisfactory,58.1,Moderate,513.9,63.5,21.1,15.4,60.4
2023-06-24,Hyderabad,88,Satisfactory,62.2,High,585.4,64.2,25.4,10.4,54.2
2023-06-25,Mumbai,127,Moderate,51.7,Moderate,640.1,52.3,36.9,10.8,48.7
2023-06-25,Delhi,177,Moderate,65.6,High,681.8,46.1,44.1,9.8,38.3
2023-06-25,Bangalore,74,Satisfactory,69.5,High,546.3,62.9,22.9,14.2,55.4
2023-06-25,Chennai,95,Satisfactory,55.1,Moderate,563.3,63.5,26.6,9.9,56.8
2023-06-25,Hyderabad,113,Moderate,61.3,High,577.5,53.7,36.0,10.3,51.3
2023-06-26,Mumbai,136,Moderate,70.5,High,609.8,60.9,23.1,16.0,47.0
2023-06-26,Delhi,199,Moderate,76.4,High,738.9,38.5,45.1,16.4,31.7
2023-06-26,Bangalore,87,Satisfactory,60.6,High,565.9,63.5,23.8,12.7,55.7
2023-06-26,Chennai,106,Moderate,64.8,High,551.1,55.2,35.6,9.2,52.8
